id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
754,福星城北区,江汉,200,17016,3室2厅1厨1卫,高楼层 (共45层),117.54,平层,暂无数据,塔楼,南 北,钢混结构,精装,三梯六户,有,null,2023-04-26,商品房,2022-05-27,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20230426EUKUK
755,瑞云居,江岸,259,21032,4室2厅1厨2卫,中楼层 (共31层),123.15,平层,暂无数据,板楼,东南,钢混结构,精装,三梯六户,有,null,2023-04-23,商品房,2023-04-24,普通住宅,未满两年,共有,暂无数据,已上传房本照片,202304242lDTf
756,华发外滩首府,江岸,960,43310,4室2厅1厨3卫,低楼层 (共50层),221.66,平层,171.88,板楼,东南,钢混结构,毛坯,两梯两户,有,null,2021-02-28,商品房,2020-09-10,普通住宅,满两年,非共有,有抵押 270万元 业主自还,已上传房本照片,20210910civKE
757,香缇美景,江汉,85,10780,2室1厅1厨1卫,低楼层 (共11层),78.85,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,null,2022-10-19,经济适用房,2023-02-07,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20230210uYfcX
758,万科汉口传奇悦庭,江汉,209,24098,3室2厅1厨1卫,低楼层 (共40层),86.73,平层,暂无数据,塔楼,南,钢混结构,精装,四梯八户,有,null,2023-02-22,商品房,2019-03-01,普通住宅,满两年,共有,无抵押,已上传房本照片,20230226mymTN
759,福星城南区,江汉,157,17486,3室2厅1厨1卫,低楼层 (共32层),89.79,平层,71.01,板楼,南,钢混结构,精装,两梯四户,有,null,2022-04-13,商品房,2015-11-05,普通住宅,满五年,共有,无抵押,已上传房本照片,20220414Vm5GN
760,和祥里社区,江汉,92,10535,3室2厅1厨1卫,高楼层 (共7层),87.33,平层,暂无数据,暂无数据,南,混合结构,其他,一梯四户,无,null,2023-03-07,房改房,2019-09-26,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230309tQb0w
761,黄埔人家,江岸,210,20150,3室1厅1厨2卫,高楼层 (共11层),104.22,平层,暂无数据,板楼,北,钢混结构,精装,一梯四户,有,null,2023-04-05,商品房,2008-01-28,普通住宅,满五年,非共有,有抵押,已上传房本照片,20191231UNmHu
762,二七人家,江岸,145,17122,2室1厅1厨1卫,低楼层 (共18层),84.69,平层,70.71,塔楼,南 西,钢混结构,精装,两梯六户,有,null,2023-04-05,商品房,2013-11-01,普通住宅,满五年,共有,无抵押,已上传房本照片,20230411Bp3fs
763,远洋心汉口御峰,江汉,185,18456,3室2厅1厨2卫,高楼层 (共40层),100.24,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,null,2023-04-10,商品房,2019-04-18,普通住宅,满两年,共有,有抵押 20万元 建设银行 业主自还,已上传房本照片,20210501j1Xqj
764,东方华府,江岸,190,16113,4室2厅1厨2卫,高楼层 (共6层),117.92,复式,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,null,2022-04-30,私产,2018-07-19,普通住宅,满两年,共有,有抵押 90万元 农村商业银行 客户偿还,已上传房本照片,20210521AQwvP
765,金色雅园金涛苑,江汉,540,27015,4室2厅1厨3卫,中楼层 (共18层),199.89,复式,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2020-07-08,商品房,2017-07-03,普通住宅,满五年,共有,无抵押,已上传房本照片,20200710TOWYk
766,顶琇国际公馆,江汉,160,19644,2室2厅1厨1卫,低楼层 (共42层),81.45,平层,暂无数据,塔楼,东 南,钢混结构,其他,三梯六户,有,null,2023-04-20,商品房,2018-05-08,普通住宅,满两年,共有,无抵押,已上传房本照片,20200110dc3W1
767,葛洲坝国际广场(江汉),江汉,236,21810,3室2厅1厨1卫,低楼层 (共42层),108.21,平层,暂无数据,板楼,南 北,钢混结构,简装,三梯四户,有,null,2023-04-18,商品房,2016-08-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220627K6S8f
768,瑞云居,江岸,209,19096,3室2厅1厨2卫,高楼层 (共31层),109.45,平层,暂无数据,板楼,南,钢混结构,精装,三梯六户,有,null,2022-01-09,商品房,2022-02-10,普通住宅,未满两年,非共有,有抵押 90万元 中国银行 客户偿还,已上传房本照片,20220212AYxQx
769,世纪家园,江岸,550,22140,5室2厅1厨3卫,低楼层 (共4层),248.43,复式,225.41,板楼,东南,钢混结构,精装,一梯两户,无,null,2022-03-10,商品房,2013-06-18,普通住宅,满五年,共有,无抵押,已上传房本照片,201903268O23K
770,世纪家园,江岸,238,14675,4室2厅1厨2卫,中楼层 (共6层),162.19,平层,147.42,板楼,南 北,钢混结构,简装,一梯两户,无,null,2021-04-07,商品房,2015-04-01,普通住宅,满五年,非共有,有抵押 60万元,已上传房本照片,20210409M6G1g
771,越秀星汇君泊三期,江岸,49,13807,1室0厅1厨1卫,低楼层 (共30层),35.49,平层,暂无数据,板楼,南,钢混结构,精装,四梯二十四户,有,null,2023-04-06,商品房,2019-12-07,商住两用,满两年,非共有,无抵押,已上传房本照片,20200619j39lP
772,东勤佳苑,江岸,113,12573,3室1厅1厨1卫,中楼层 (共11层),89.88,平层,暂无数据,板楼,南,钢混结构,简装,三梯六户,有,null,2022-11-13,经济适用房,2013-11-08,普通住宅,满五年,共有,有抵押 30万元 平安 业主自还,已上传房本照片,20210128i87T4
773,天伦美伦美舍,江岸,205,18081,3室2厅1厨1卫,高楼层 (共33层),113.38,平层,暂无数据,板楼,东 南,钢混结构,精装,两梯四户,有,null,2023-04-01,商品房,2020-10-23,普通住宅,满两年,非共有,有抵押 80万元 工商银行 业主自还,已上传房本照片,20230401B3b6y
774,海赋江城天韵C区,江岸,211,24983,2室2厅1厨1卫,高楼层 (共34层),84.46,平层,64.52,板塔结合,南,钢混结构,毛坯,两梯四户,有,null,2023-03-31,商品房,2019-02-19,普通住宅,满两年,共有,有抵押 56万元 工商 客户偿还,已上传房本照片,20200101MULtJ
775,福星华府誉境,江汉,245,18608,3室2厅1厨2卫,中楼层 (共44层),131.67,平层,暂无数据,板楼,南 北,钢混结构,毛坯,三梯四户,有,null,2022-04-07,商品房,2021-04-28,普通住宅,满两年,非共有,有抵押 110万元 建行 客户偿还,已上传房本照片,20210607WVyGX
776,金色雅园金沙苑,江汉,330,23235,3室2厅1厨2卫,中楼层 (共10层),142.03,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,null,2023-03-13,商品房,2005-11-18,普通住宅,满五年,共有,无抵押,已上传房本照片,20230315TacfO
777,馨苑小区,江汉,146,10790,3室2厅1厨2卫,中楼层 (共7层),135.32,错层,124.13,塔楼,东南 南,混合结构,简装,一梯两户,无,null,2021-06-10,商品房,2018-03-15,普通住宅,满五年,共有,有抵押 125万元 工商银行 业主自还,已上传房本照片,20210616W9FyF
778,世纪江尚,江汉,850,42338,4室1厅1厨3卫,高楼层 (共57层),200.77,平层,暂无数据,塔楼,南,钢混结构,其他,三梯四户,有,null,2021-04-02,商品房,2020-07-24,普通住宅,满两年,非共有,有抵押,已上传房本照片,20210405WccOY
779,幸福湾星澜,江岸,143,15047,3室2厅1厨1卫,低楼层 (共32层),95.04,平层,暂无数据,塔楼,南,钢混结构,简装,两梯四户,有,null,2023-02-13,商品房,2019-04-24,普通住宅,满两年,非共有,有抵押 客户偿还,已上传房本照片,20230213AZFCC
780,东方帝园,江汉,240,11781,5室2厅1厨2卫,高楼层 (共11层),203.72,复式,暂无数据,板楼,南,钢混结构,精装,一梯四户,有,null,2022-02-11,商品房,2016-11-17,普通住宅,满五年,共有,有抵押 165万元 光大 客户偿还,已上传房本照片,20200117UT4Z3
781,同成广场,江汉,168,11979,3室2厅1厨1卫,中楼层 (共31层),140.25,平层,113.96,板塔结合,南 北,钢混结构,简装,两梯四户,有,null,2023-04-18,商品房,2009-03-25,商住两用,满五年,共有,有抵押,已上传房本照片,2023041918PVW
782,安顺佳园,江汉,188,15432,3室2厅1厨2卫,中楼层 (共30层),121.83,平层,98.82,塔楼,东 东南 南,钢混结构,简装,三梯八户,有,null,2022-02-15,商品房,2015-07-31,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220216PRwtH
783,中国中华城,江汉,77,18448,1室1厅1厨1卫,中楼层 (共38层),41.74,平层,暂无数据,板塔结合,东,钢混结构,精装,六梯十六户,有,null,2023-02-13,商品房,2019-06-03,普通住宅,满两年,共有,有抵押 30万元,已上传房本照片,20201122X1kaA
784,福星城南区,江汉,172,17775,3室2厅1厨1卫,低楼层 (共39层),96.77,平层,暂无数据,板楼,东南,钢混结构,其他,三梯四户,有,null,2023-04-09,商品房,2018-02-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230411SgNH4
785,长航大院,江岸,95,14771,3室1厅1厨1卫,低楼层 (共6层),64.86,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,有,null,2022-09-02,房改房,2021-10-13,普通住宅,未满两年,共有,无抵押,已上传房本照片,20220730345M9
786,泛海国际碧海园,江汉,820,31721,4室2厅2厨4卫,低楼层 (共32层),258.51,平层,210.46,板楼,南 北,钢混结构,精装,三梯两户,有,null,2021-10-08,商品房,2021-04-14,普通住宅,满两年,非共有,无抵押,已上传房本照片,202110087US7G
787,怡康苑北区,江岸,320,17764,4室2厅1厨2卫,中楼层 (共11层),180.14,复式,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,有,null,2023-03-13,商品房,2005-11-16,普通住宅,满五年,共有,无抵押,已上传房本照片,20211220DNC36
788,东勤佳苑,江岸,115,14643,2室2厅1厨1卫,中楼层 (共11层),78.54,平层,66.67,塔楼,南 北,钢混结构,简装,一梯三户,有,null,2023-03-13,经济适用房,2012-06-19,普通住宅,满五年,非共有,无抵押,已上传房本照片,202303205UuZR
789,泛海国际兰海园,江汉,980,31993,4室2厅2厨5卫,低楼层 (共32层),306.32,平层,255.84,板楼,南 北,钢混结构,精装,两梯两户,有,null,2022-09-01,商品房,2017-04-29,普通住宅,满五年,非共有,有抵押 600万元 交通银行 客户偿还,已上传房本照片,202109285XOw9
790,华苑社区,江汉,206,12254,3室2厅1厨2卫,高楼层 (共12层),168.12,平层,暂无数据,板塔结合,南 北,钢混结构,简装,一梯五户,有,null,2023-02-28,商品房,2019-04-26,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230414euIWg
791,长乐小区,江汉,111,11885,3室1厅1厨1卫,中楼层 (共7层),93.4,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,null,2021-03-28,商品房,2017-04-23,普通住宅,满五年,共有,有抵押,已上传房本照片,20210408kKsPI
792,天梨豪园,江汉,178,14242,3室2厅1厨2卫,中楼层 (共11层),124.99,平层,暂无数据,塔楼,南 北,钢混结构,简装,一梯两户,有,null,2023-03-19,私产,2006-03-19,普通住宅,满五年,共有,无抵押,已上传房本照片,20191231BHl64
793,泛海国际兰海园,江汉,1735,27801,8室4厅1厨8卫,高楼层 (共32层),624.08,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯两户,有,null,2023-02-16,商品房,2021-04-01,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230309euKJj
794,福星华府,江汉,210,18766,3室2厅1厨2卫,低楼层 (共45层),111.91,平层,暂无数据,板楼,南 北,钢混结构,精装,三梯五户,有,null,2022-06-14,商品房,2017-05-15,普通住宅,满五年,共有,有抵押 110万元,已上传房本照片,20220615CDNVP
795,世纪江尚,江汉,769,40517,4室1厅1厨2卫,低楼层 (共57层),189.8,平层,159.7,塔楼,南 北,钢混结构,精装,三梯四户,有,null,2023-02-25,商品房,2017-07-01,普通住宅,满五年,非共有,有抵押 150万元 农业银行 业主自还,已上传房本照片,202204214Q5V7
796,三金鑫城国际润雅苑,江汉,230,19169,3室2厅1厨2卫,高楼层 (共29层),119.99,平层,95.66,板楼,南,钢混结构,毛坯,两梯四户,有,null,2022-05-17,商品房,2018-05-18,普通住宅,满两年,共有,无抵押,已上传房本照片,20210307cBJId
797,日月华庭,江汉,530,20928,6室1厅1厨4卫,高楼层 (共31层),253.25,复式,暂无数据,板楼,东南,钢混结构,简装,两梯三户,有,null,2022-03-04,商品房,2017-03-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,20211025FRouW
798,华发中城荟,江汉,1280,44155,4室2厅1厨5卫,低楼层 (共46层),289.89,平层,暂无数据,板楼,东南,钢混结构,精装,三梯两户,有,null,2022-07-22,商品房,2021-03-10,普通住宅,满两年,非共有,有抵押 380万元 华夏银行,已上传房本照片,202109102JMy6
799,新业大厦,江汉,248,17966,3室2厅1厨2卫,高楼层 (共35层),138.04,复式,暂无数据,塔楼,南,钢混结构,简装,四梯九户,有,null,2021-02-24,商品房,2001-11-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,20201010sTn9I
800,长江日报宿舍,江汉,173,15969,2室1厅1厨1卫,低楼层 (共28层),108.34,平层,暂无数据,板楼,东南,框架结构,简装,三梯五户,有,null,2023-04-24,房改房,2018-04-20,普通住宅,满五年,共有,无抵押,已上传房本照片,20230424g8qOB
801,现代城二区,江岸,336,23689,4室2厅1厨2卫,高楼层 (共18层),141.84,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,null,2023-03-30,商品房,2017-01-04,普通住宅,满五年,非共有,有抵押 30万元 业主自还,已上传房本照片,20180920GRAI5
802,万科汉口传奇悦庭,江汉,259,22423,3室2厅1厨2卫,高楼层 (共40层),115.51,平层,84.59,板楼,南,钢混结构,精装,四梯四户,有,null,2022-10-04,商品房,2019-10-08,普通住宅,满两年,非共有,有抵押 90万元 协商还,已上传房本照片,20221007lOWPj
803,田园村,江岸,117,14558,2室1厅1厨1卫,中楼层 (共7层),80.37,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,暂无数据,null,2022-06-08,房改房,2000-04-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,2022060964CM5
804,解放公园路,江岸,120,15158,3室1厅1厨1卫,中楼层 (共8层),79.17,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,无,null,2023-04-15,商品房,2003-07-30,普通住宅,满五年,共有,无抵押,已上传房本照片,20211226bdt8E
805,同鑫花园景福苑,江岸,185,15079,3室2厅1厨2卫,中楼层 (共11层),122.69,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,有,null,2023-04-07,商品房,2020-08-01,普通住宅,满两年,共有,有抵押 120万元 平安银行 客户偿还,已上传房本照片,20230407cchIO
806,百步亭金桥汇II期,江岸,166,18295,3室2厅1厨1卫,中楼层 (共33层),90.74,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,null,2023-04-23,商品房,2019-08-14,普通住宅,满两年,共有,有抵押 59万元 湖北银行 客户偿还,已上传房本照片,20200426ubcnQ
807,江景大厦,江岸,470,21489,4室2厅0厨2卫,中楼层 (共29层),218.72,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯七户,有,null,2019-06-09,商品房,2011-06-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200422pCHqC
808,东航小区,江汉,145,14069,3室2厅1厨2卫,低楼层 (共7层),103.07,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,暂无数据,null,2023-04-18,房改房,2018-11-07,普通住宅,满两年,非共有,有抵押,已上传房本照片,20230418e7eVp
809,菱角湖万达广场C区,江汉,211,23045,3室2厅1厨1卫,高楼层 (共33层),91.56,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,null,2021-01-11,商品房,2016-06-12,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210111y0QPF
810,兴华尚都国际,江汉,200,19178,3室2厅1厨2卫,低楼层 (共33层),104.29,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,null,2023-04-09,商品房,2019-04-15,普通住宅,满两年,非共有,有抵押 100万元 建设银行 业主自还,已上传房本照片,20230412pvqZF
811,福星华府,江汉,149,17010,2室2厅1厨1卫,中楼层 (共55层),87.6,平层,暂无数据,板楼,北,钢混结构,简装,四梯六户,有,null,2021-03-25,商品房,2020-06-05,普通住宅,满两年,非共有,无抵押,已上传房本照片,20201201l17KK
812,电建小区,江汉,126,10793,3室2厅1厨2卫,高楼层 (共9层),116.75,平层,104.1,塔楼,南 北,混合结构,简装,一梯四户,有,null,2023-02-23,商品房,2016-05-19,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200805LBqpE
813,统建大江园·北苑,江岸,355,21483,4室2厅1厨2卫,低楼层 (共11层),165.25,平层,暂无数据,塔楼,南 北,钢混结构,其他,一梯两户,有,null,2023-04-26,商品房,2007-10-11,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230426m5yc8
814,城开二七城市广场,江岸,130,14946,3室1厅1厨1卫,高楼层 (共32层),86.98,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,null,2021-11-03,商品房,2020-07-24,普通住宅,满两年,共有,无抵押,已上传房本照片,2022011129vq0
815,天梨豪园,江汉,234,15824,3室2厅1厨2卫,低楼层 (共12层),147.88,暂无数据,暂无数据,塔楼,西南,钢混结构,精装,两梯四户,有,null,2022-03-05,商品房,2007-10-22,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200829OZnFw
816,香江花园四期,江汉,165,17338,3室1厅1厨1卫,高楼层 (共6层),95.17,错层,84.83,板楼,南 北,钢混结构,精装,一梯两户,无,null,2022-06-29,商品房,2009-10-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220629h2yMu
817,汉口花园幽兰居,江岸,220,19482,3室2厅1厨1卫,低楼层 (共11层),112.93,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,null,2023-04-24,商品房,2018-07-04,普通住宅,满两年,非共有,有抵押 24万元 工商银行汉口支行 客户偿还,已上传房本照片,20210723CWnBu
818,海虹公寓,江汉,169,14154,4室1厅1厨1卫,中楼层 (共8层),119.97,暂无数据,暂无数据,板楼,东 南 北,钢混结构,其他,一梯两户,无,null,2023-04-29,商品房,2000-09-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230429mgsJq
819,世纪江尚,江汉,800,42141,4室2厅1厨4卫,低楼层 (共57层),189.84,平层,暂无数据,塔楼,东 西,钢混结构,其他,三梯四户,有,null,2023-03-14,商品房,2019-12-16,普通住宅,满两年,共有,有抵押 300万元 客户偿还,已上传房本照片,20200419Ww3xS
820,惠济社区(江岸),江岸,110,29349,1室1厅1厨1卫,高楼层 (共6层),37.48,平层,暂无数据,板楼,南,混合结构,精装,一梯四户,无,null,2022-06-10,商品房,2003-06-11,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220611OuTh4
821,兴华尚都国际,江汉,338,25149,4室2厅1厨2卫,中楼层 (共33层),134.4,平层,暂无数据,板塔结合,南 北,钢混结构,其他,三梯四户,有,null,2019-10-10,商品房,2020-10-16,普通住宅,满两年,非共有,无抵押,已上传房本照片,20201021IK6Cu
822,万科汉口传奇悦庭,江汉,200,23181,3室1厅1厨1卫,低楼层 (共34层),86.28,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,null,2022-03-08,商品房,2019-03-08,普通住宅,满两年,共有,无抵押,已上传房本照片,20220308kQlKh
823,紫轩美佳,江岸,155,16994,2室2厅1厨1卫,低楼层 (共17层),91.21,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯四户,有,null,2023-03-18,商品房,2019-02-01,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230318NZ2Xk
824,地铁鑫城,江岸,279,28684,3室1厅1厨1卫,高楼层 (共31层),97.27,平层,暂无数据,塔楼,东南,钢混结构,其他,两梯四户,有,null,2023-04-08,拆迁还建房,2020-08-27,普通住宅,满两年,共有,无抵押,已上传房本照片,20230420qTi7j
825,香缇美景,江汉,133,13175,3室1厅1厨1卫,低楼层 (共11层),100.95,平层,86.09,板楼,南 北,钢混结构,精装,一梯四户,有,null,2022-09-17,商品房,2011-05-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200107ji3nS
826,景兰苑,江岸,106,14985,2室2厅1厨1卫,低楼层 (共11层),70.74,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,有,null,2023-04-10,经济适用房,2018-12-04,普通住宅,满两年,共有,无抵押,已上传房本照片,20230409wxTSv
827,楚天星座还建楼,江汉,115,14778,2室2厅1厨1卫,高楼层 (共9层),77.82,平层,64.22,塔楼,南,钢混结构,简装,一梯八户,无,null,2021-12-04,商品房,2014-03-11,普通住宅,满五年,非共有,无抵押,已上传房本照片,20211205Qgn1V
828,星悦城一期,江岸,143,14893,3室2厅1厨1卫,高楼层 (共34层),96.02,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯四户,有,null,2022-06-29,商品房,2018-05-24,普通住宅,满两年,非共有,无抵押,已上传房本照片,20220629MOi09
829,市政小区(江汉),江汉,128,13706,2室2厅1厨1卫,高楼层 (共7层),93.76,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,null,2023-02-18,商品房,2004-02-18,普通住宅,满五年,共有,无抵押,已上传房本照片,20230218AFwUJ
830,顶琇国际城,江汉,185,18775,3室2厅1厨1卫,中楼层 (共47层),98.54,平层,暂无数据,板楼,东南,钢混结构,简装,两梯四户,有,null,2023-01-12,商品房,2020-10-21,普通住宅,满两年,共有,有抵押 50万元 客户偿还,已上传房本照片,20220308w5ZJR
831,新华家园悦景居,江汉,275,19980,3室2厅1厨2卫,中楼层 (共11层),137.64,平层,暂无数据,塔楼,南,钢混结构,简装,一梯两户,有,null,2023-03-15,商品房,2007-11-28,普通住宅,满五年,非共有,有抵押 90万元 招商银行 客户偿还,已上传房本照片,20230322HNKHJ
832,绿色家园,江汉,127,13739,3室1厅1厨2卫,中楼层 (共6层),92.44,平层,暂无数据,板楼,东南,混合结构,其他,一梯两户,无,null,2021-09-15,商品房,2021-02-07,普通住宅,满两年,共有,无抵押,已上传房本照片,202109172OZNC
833,青青美庐东区,江岸,210,15189,3室2厅1厨2卫,低楼层 (共12层),138.26,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,null,2021-06-27,商品房,2007-07-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,202106271oLs4
834,武汉天地四期B9,江岸,1233,65008,4室2厅1厨2卫,中楼层 (共30层),189.67,平层,暂无数据,板楼,东北,钢混结构,精装,两梯三户,有,null,2022-11-04,商品房,2016-08-02,普通住宅,满五年,非共有,有抵押,已上传房本照片,20221025co79h
835,东方花都F区,江岸,227,14571,6室2厅1厨2卫,高楼层 (共6层),155.79,复式,暂无数据,板楼,东南,钢混结构,精装,一梯两户,无,null,2021-08-07,商品房,2017-06-01,普通住宅,满五年,非共有,有抵押 业主自还,已上传房本照片,20210806ERxOu
836,越秀国际金融汇,江汉,432,38146,3室2厅1厨2卫,中楼层 (共32层),113.25,平层,暂无数据,板塔结合,东南,钢混结构,其他,两梯四户,有,null,2022-09-24,商品房,2018-05-09,普通住宅,满两年,共有,无抵押,已上传房本照片,20220928EHksl
837,万科金域时代,江汉,215,24090,3室1厅1厨1卫,低楼层 (共43层),89.25,平层,暂无数据,板塔结合,东南,钢混结构,精装,六梯十二户,有,null,2022-04-06,商品房,2019-03-15,普通住宅,满两年,共有,有抵押 80万元 中国银行 业主自还,已上传房本照片,20220407fH2he
838,万科金色家园三期,江汉,113,22838,1室1厅1厨1卫,高楼层 (共32层),49.48,平层,38.11,塔楼,西,钢混结构,简装,四梯十三户,有,null,2023-04-05,商品房,2018-04-05,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230406FxfHG
839,新华明珠,江汉,138,22687,1室1厅1厨1卫,中楼层 (共30层),60.83,平层,47.52,板楼,东 东北,钢混结构,精装,三梯七户,有,null,2021-10-18,商品房,2010-10-19,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210308BGKUu
840,怡和苑南区,江岸,175,17210,2室2厅1厨1卫,中楼层 (共5层),101.69,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,无,null,2022-09-26,商品房,2013-03-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,20221001Ur5CC
841,解放大道2048堤角小区,江岸,115,13161,3室1厅1厨1卫,高楼层 (共7层),87.38,平层,75.9,板楼,南,混合结构,简装,一梯两户,无,null,2023-04-13,商品房,2009-05-31,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230414BFmkk
842,江汉人家,江汉,137,17426,2室2厅1厨1卫,高楼层 (共32层),78.62,平层,暂无数据,塔楼,南,钢混结构,精装,三梯八户,有,null,2023-04-05,商品房,2020-06-28,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210706CsE5h
843,福星城南区,江汉,200,20717,3室1厅1厨2卫,高楼层 (共32层),96.54,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2021-06-14,商品房,2020-05-02,普通住宅,满两年,非共有,无抵押,已上传房本照片,2021061851Htc
844,海虹景,江汉,309,23603,3室2厅1厨2卫,中楼层 (共16层),130.92,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,null,2021-12-18,商品房,2009-02-27,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220316TZkFP
845,财经职工宿舍,江汉,138,15179,3室1厅1厨1卫,中楼层 (共7层),90.92,平层,暂无数据,板楼,东南,混合结构,简装,一梯两户,无,null,2022-03-24,商品房,2010-11-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220324gGiZu
846,世纪江尚,江汉,610,32897,4室2厅1厨2卫,中楼层 (共57层),185.43,平层,暂无数据,塔楼,南,钢混结构,其他,三梯五户,有,null,2022-08-14,商品房,2017-12-17,普通住宅,满五年,共有,有抵押 230万元 qqqqqq 业主自还,已上传房本照片,202208176gjbE
847,富康花园,江汉,130,13600,2室1厅1厨1卫,低楼层 (共7层),95.59,平层,暂无数据,板楼,南,混合结构,简装,一梯两户,无,null,2023-04-20,商品房,2008-04-21,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220220l1PPa
848,锦湖金利花园二期,江岸,179,14518,3室1厅1厨2卫,低楼层 (共18层),123.3,平层,110,塔楼,南,钢混结构,精装,两梯四户,有,null,2023-03-27,商品房,2014-03-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210102qZdZP
849,泛海国际桂海园,江汉,760,34482,4室1厅2厨4卫,中楼层 (共28层),220.41,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,null,2023-02-10,商品房,2020-12-02,普通住宅,满两年,共有,有抵押 100万元,已上传房本照片,20230210GouOO
850,阳光花园,江汉,151,16521,2室2厅1厨1卫,高楼层 (共7层),91.4,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,null,2023-04-05,商品房,2019-11-14,普通住宅,满两年,共有,无抵押,已上传房本照片,20230406NaLZP
851,统建同安家园,江岸,160,17466,2室2厅1厨1卫,中楼层 (共18层),91.61,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯四户,有,null,2023-04-02,商品房,2018-04-16,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230404cjY0S
852,武汉天地二期A10,江岸,968,60117,3室2厅1厨2卫,中楼层 (共33层),161.02,平层,125.81,板楼,东南,钢混结构,精装,两梯三户,有,null,2022-04-02,商品房,2012-12-17,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220409IUrO3
853,长乐小区,江汉,109,8767,4室1厅1厨2卫,高楼层 (共7层),124.33,平层,暂无数据,板楼,东南 南,钢混结构,简装,一梯两户,无,null,2021-07-01,商品房,2017-06-09,普通住宅,满五年,共有,有抵押 10万元 邮政银行,已上传房本照片,20210309JnYy7
