id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
432,百步雅庭,江岸,130,14033元/平米,2室2厅1厨1卫,高楼层 (共6层),92.64㎡,平层,82㎡,板楼,南 北,钢混结构,精装,一梯三户,无,null,2022-11-24,商品房,2022-11-01,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20221124B1mtC
433,天伦美伦美舍,江岸,129,14573元/平米,2室2厅1厨1卫,高楼层 (共33层),88.52㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯五户,有,null,2022-11-07,商品房,2022-11-06,普通住宅,未满两年,非共有,"
                                有抵押 35万元 客户偿还
                              ",已上传房本照片,20221107L2XsH
434,西马新村,江汉,119.6,12802元/平米,3室1厅1厨1卫,高楼层 (共8层),93.43㎡,平层,暂无数据,板楼,南 北,混合结构,其他,一梯两户,无,null,2021-04-24,商品房,2021-04-24,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210523j38ky
435,东方华府,江岸,205,16419元/平米,3室2厅1厨2卫,中楼层 (共6层),124.86㎡,平层,暂无数据,板楼,北 南,钢混结构,精装,一梯两户,无,null,2021-11-05,商品房,2016-09-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20211106RIVle
436,馨悦国际,江岸,580,38921元/平米,8室2厅1厨2卫,高楼层 (共29层),149.02㎡,复式,114.35㎡,板楼,南,钢混结构,精装,两梯六户,有,null,2022-10-08,商品房,2013-11-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20221010YB3Fh
437,泰合花园,江汉,265,19967元/平米,3室2厅1厨2卫,中楼层 (共11层),132.72㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,有,null,2021-08-25,商品房,2006-08-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202007254ZO9h
438,中环星干线,江汉,141,13147元/平米,4室2厅1厨1卫,高楼层 (共15层),107.25㎡,暂无数据,88.81㎡,板楼,南 北,钢混结构,其他,两梯五户,有,null,2021-08-19,商品房,2013-10-31,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20210903D0fn3
439,新世界常青南园,江汉,360,27084元/平米,3室2厅1厨2卫,高楼层 (共22层),132.92㎡,暂无数据,107.61㎡,板楼,南 北,钢混结构,简装,两梯四户,有,null,2023-04-09,商品房,2012-10-09,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230413mpf0l
440,远洋心语,江汉,149,14451元/平米,3室2厅1厨1卫,高楼层 (共42层),103.11㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,null,2021-01-15,商品房,2021-02-24,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210723ZMmZV
441,中环大厦,江岸,255,15940元/平米,1室1厅1厨1卫,高楼层 (共30层),159.98㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯六户,有,null,2021-07-15,商品房,2019-05-10,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20201024dB6kE	
442,公务员小区,江汉,256,16432元/平米,4室2厅1厨2卫,高楼层 (共7层),155.8㎡,平层,141.12㎡,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,null,2022-05-29,商品房,2010-07-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片, 	20220627e2NKi 
443,远洋汉口公馆,江汉,218,21608元/平米,3室1厅1厨2卫,高楼层 (共48层),100.89㎡,平层,暂无数据,板楼,东南,钢混结构,精装,三梯六户,有,null,2023-03-06,商品房,2020-05-25,普通住宅,满两年,非共有,"
                                有抵押 业主自还
                              ",已上传房本照片,20200623NdQVb
444,华氏儒商花园,江汉,225,15766元/平米,3室2厅1厨2卫,低楼层 (共9层),142.72㎡,错层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,null,2022-03-08,商品房,2020-07-15,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20211225lhwJh
445,边防家园,江汉,148,13806元/平米,2室2厅1厨1卫,高楼层 (共7层),107.2㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,null,2022-08-26,商品房,2016-09-25,普通住宅,满五年,共有,"
                                有抵押 30万元
                              ",已上传房本照片,20200109mgHUF
446,江北园丁苑,江汉,184,14500元/平米,4室1厅1厨2卫,中楼层 (共7层),126.9㎡,平层,暂无数据,板楼,东南,混合结构,其他,一梯两户,无,null,2023-03-28,商品房,2005-10-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230328BJRHp
447,天下国际公馆,江岸,352,22417元/平米,3室2厅1厨2卫,中楼层 (共26层),157.03㎡,平层,138㎡,板楼,南 北,钢混结构,其他,两梯两户,有,null,2023-04-01,商品房,2012-04-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210930lfuuF
448,台北名居,江岸,165,19667元/平米,2室1厅1厨1卫,高楼层 (共30层),83.9㎡,平层,暂无数据,塔楼,西北,钢混结构,其他,三梯十一户,有,null,2020-07-19,商品房,2016-11-02,普通住宅,满五年,非共有,"
                                有抵押 60万元 客户偿还
                              ",已上传房本照片,20200719a55cL
449,常青街扬子社区,江汉,135,12164元/平米,3室2厅1厨2卫,高楼层 (共6层),110.99㎡,平层,暂无数据,板楼,东 南,钢混结构,简装,一梯四户,无,null,2023-04-10,商品房,2002-04-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210418EuMtK
450,航天双城,江岸,460,27590元/平米,4室1厅1厨2卫,低楼层 (共31层),166.73㎡,平层,暂无数据,塔楼,东南,钢混结构,其他,两梯四户,有,null,2023-03-07,商品房,2017-10-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202102268S7ka
451,三金华都,江汉,330,23340元/平米,3室2厅1厨2卫,高楼层 (共26层),141.39㎡,平层,115㎡,板塔结合,南 北,钢混结构,精装,两梯三户,有,null,2021-10-21,商品房,2017-08-24,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200102dSOFA
452,江汉人家,江汉,225,18540元/平米,3室2厅1厨2卫,中楼层 (共33层),121.36㎡,平层,93.97㎡,板楼,南 北,钢混结构,毛坯,两梯四户,有,null,2022-05-18,商品房,2021-03-04,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,2021072123eay
453,新远大花园,江岸,170,16317元/平米,3室2厅1厨1卫,中楼层 (共16层),104.19㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯两户,有,null,2023-03-06,商品房,2007-05-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230307eFeyy
454,香港路穗丰花园,江汉,258,18774元/平米,3室2厅1厨2卫,中楼层 (共13层),137.43㎡,错层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,null,2021-11-30,商品房,2005-08-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20211130qnSR5
455,万科城,江汉,185,20586元/平米,2室2厅1厨1卫,中楼层 (共32层),89.87㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2023-04-05,商品房,2017-07-05,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230406tlIsZ
456,安顺佳园,江汉,155,12979元/平米,3室2厅1厨1卫,低楼层 (共30层),119.43㎡,平层,暂无数据,塔楼,南,钢混结构,其他,三梯八户,有,null,2022-06-05,商品房,2018-10-13,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20220605htaPW
457,东方名都,江汉,149,11661元/平米,3室1厅1厨2卫,低楼层 (共16层),127.78㎡,平层,102.26㎡,板楼,北 南,钢混结构,简装,两梯四户,有,null,2021-02-24,商品房,2013-10-29,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20210224VvRbN	
458,时代豪苑,江岸,380,25158元/平米,3室2厅1厨2卫,低楼层 (共56层),151.05㎡,平层,116.45㎡,板塔结合,西南 西,钢混结构,毛坯,三梯七户,有,null,2023-04-17,商品房,2009-01-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210930hNHsu
459,兴华尚都国际,江汉,183,20597元/平米,3室2厅1厨1卫,中楼层 (共32层),88.85㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,null,2023-01-30,商品房,2020-06-10,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230130CR8on
460,海赋江城天韵A区,江岸,200,22553元/平米,2室2厅1厨1卫,低楼层 (共34层),88.68㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,null,2023-03-19,商品房,2018-04-04,普通住宅,满五年,非共有,"
                                有抵押 建行 客户偿还
                              ",已上传房本照片,20230320YQHTP
461,万科汉口传奇悦庭,江汉,245,23686元/平米,3室2厅1厨2卫,低楼层 (共47层),103.44㎡,平层,暂无数据,板塔结合,东南 南,钢混结构,其他,四梯八户,有,null,2023-04-08,商品房,2020-04-02,普通住宅,满两年,非共有,"
                                有抵押 110万元 中国银行 金融公司垫资
                              ",已上传房本照片,20210517kMBGW
462,世纪江尚,江汉,685,36084元/平米,4室2厅1厨3卫,高楼层 (共57层),189.84㎡,平层,暂无数据,塔楼,南 北,钢混结构,精装,三梯四户,有,null,2023-04-01,商品房,2017-08-16,普通住宅,满五年,非共有,"
                                有抵押 300万元 客户偿还
                              ",已上传房本照片,2018111484NFS
463,光明上海公馆,江岸,239,21489元/平米,3室2厅1厨1卫,高楼层 (共40层),111.22㎡,平层,暂无数据,板楼,东 南 北,钢混结构,精装,两梯四户,有,null,2023-04-21,商品房,2016-04-22,普通住宅,满五年,非共有,"
                                有抵押 30万元 建行 客户偿还
                              ",已上传房本照片,202207308rrZh
464,紫藤花园,江汉,252,14239元/平米,5室2厅1厨2卫,高楼层 (共7层),176.99㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯两户,无,null,2023-02-27,商品房,2023-02-27,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230227G3idL
465,阳光花园,江汉,195,17638元/平米,3室1厅1厨1卫,中楼层 (共7层),110.56㎡,平层,97.86㎡,塔楼,东南,混合结构,精装,一梯两户,无,null,2022-08-09,商品房,2009-04-30,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220812cXed3
466,万松小区,江汉,73,16155元/平米,2室1厅1厨1卫,低楼层 (共9层),45.19㎡,平层,暂无数据,塔楼,南 北,混合结构,简装,一梯三户,无,null,2023-03-27,商品房,2007-10-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230330qNknJ
467,联合社区,江岸,100,15965元/平米,2室1厅1厨1卫,低楼层 (共6层),62.64㎡,平层,暂无数据,板楼,东南 北,混合结构,其他,一梯两户,无,null,2022-03-31,商品房,2008-12-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220331M0g58
468,万景国际,江汉,365,26994元/平米,3室2厅1厨2卫,高楼层 (共32层),135.22㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯四户,有,null,2023-04-12,商品房,2016-04-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,2020072960yd5
469,福星城南区,江汉,161,14466元/平米,3室2厅1厨1卫,低楼层 (共51层),111.3㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,四梯六户,有,null,2022-10-15,商品房,2018-01-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20221015QC59p	
470,滨江苑二期,江岸,666,38794元/平米,4室2厅1厨2卫,中楼层 (共13层),171.68㎡,错层,暂无数据,塔楼,东南,钢混结构,精装,一梯三户,有,null,2022-04-23,商品房,2005-05-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220510xMAfi
471,万科汉口传奇唐樾,江汉,220,24606元/平米,3室2厅1厨1卫,低楼层 (共34层),89.41㎡,平层,暂无数据,塔楼,北,钢混结构,精装,三梯八户,有,null,2022-07-31,商品房,2019-10-23,普通住宅,满两年,非共有,"
                                有抵押 40万元
                              ",已上传房本照片,20210328rBOQv
472,尚都一品,江岸,245,17987元/平米,3室2厅1厨2卫,中楼层 (共32层),136.21㎡,平层,8.14㎡,板楼,南,钢混结构,精装,两梯三户,有,null,2023-03-11,商品房,2016-09-29,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230312xrFoy
473,泛海国际居住区樱海园,江汉,398,32308元/平米,3室2厅1厨2卫,中楼层 (共32层),123.19㎡,平层,97.57㎡,塔楼,南 东南,钢混结构,毛坯,三梯六户,有,null,2023-04-18,商品房,2020-01-02,普通住宅,满两年,非共有,"
                                有抵押 100万元 交通银行 客户偿还
                              ",已上传房本照片,20200110ZR5oM
474,华立新华时代,江汉,167,19957元/平米,2室2厅1厨1卫,中楼层 (共16层),83.68㎡,平层,暂无数据,板楼,东南,钢混结构,简装,两梯四户,有,null,2023-03-05,商品房,2020-03-09,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230308rLR2e
475,东方恒星园,江岸,89,16624元/平米,1室1厅1厨1卫,高楼层 (共18层),53.54㎡,平层,暂无数据,塔楼,北,钢混结构,精装,两梯十三户,有,null,2023-03-17,商品房,2019-08-23,普通住宅,满两年,非共有,"
                                有抵押 69万元 客户偿还
                              ",已上传房本照片,20220216ZcXmV
476,统建同安家园,江岸,205,18059元/平米,3室1厅1厨1卫,高楼层 (共34层),113.52㎡,平层,90.99㎡,板塔结合,南,钢混结构,精装,两梯四户,有,null,2023-03-31,商品房,2013-07-02,普通住宅,满五年,共有,"
                                有抵押 5万元 建设银行
                              ",已上传房本照片,20210428Fc0H3
477,汇龙花园,江岸,200,15039元/平米,3室2厅1厨2卫,高楼层 (共6层),132.99㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,无,null,2021-09-11,商品房,2015-09-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210914VTq1e
478,融创公园壹号三期,江岸,239,19836元/平米,3室2厅1厨2卫,中楼层 (共42层),120.49㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,null,2023-03-01,商品房,2019-04-26,普通住宅,满两年,共有,"
                                有抵押 85万元 平安银行 客户偿还
                              ",已上传房本照片,20220425iUMxK
479,汉口花园逸松庭,江岸,186,14938元/平米,3室2厅1厨2卫,低楼层 (共11层),124.52㎡,平层,107.41㎡,板楼,南 北,钢混结构,简装,一梯两户,有,null,2023-04-25,商品房,2009-12-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200725B48eM
480,福星华府誉境,江汉,218,16723元/平米,3室1厅1厨2卫,低楼层 (共44层),130.36㎡,平层,暂无数据,板楼,东南,钢混结构,毛坯,三梯四户,有,null,2023-03-28,商品房,2020-09-10,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220221hrk8R
481,金融街壹号,江岸,73.5,18958元/平米,1室1厅1厨1卫,中楼层 (共46层),38.77㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,三梯十四户,有,null,2022-04-05,商品房,2020-07-31,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220410NrrqY
482,绿城武汉黄浦湾,江岸,950,58062元/平米,4室2厅1厨2卫,低楼层 (共43层),163.62㎡,平层,暂无数据,板楼,东南,钢混结构,精装,两梯两户,有,null,2022-08-08,商品房,2022-05-27,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220629GkyZf
483,联合社区,江岸,82,12043元/平米,2室1厅1厨1卫,中楼层 (共7层),68.09㎡,平层,60.66㎡,板楼,南,混合结构,简装,一梯五户,无,null,2023-03-15,商品房,2010-08-23,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202107272HQUK
484,新华家园悦景居,江汉,260,20837元/平米,3室2厅1厨1卫,中楼层 (共20层),124.78㎡,平层,91.73㎡,塔楼,南 北,钢混结构,精装,两梯三户,有,null,2022-08-18,商品房,2010-12-07,普通住宅,满五年,共有,"
                                有抵押 35万元 业主自还
                              ",已上传房本照片,20211230diAgZ
485,万豪国际,江汉,700,25910元/平米,5室2厅1厨2卫,高楼层 (共31层),270.17㎡,复式,暂无数据,板楼,东南,钢混结构,其他,两梯六户,有,null,2020-11-18,商品房,2018-11-01,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20201121Xpp7w
486,万科城,江汉,236,20520元/平米,3室2厅1厨2卫,中楼层 (共32层),115.01㎡,平层,89.95㎡,板楼,南 北,钢混结构,精装,三梯四户,有,null,2023-03-18,商品房,2014-01-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230326BaHIO
487,歌舞剧院,江岸,200,20115元/平米,3室1厅1厨1卫,中楼层 (共8层),99.43㎡,平层,暂无数据,板楼,西北,钢混结构,其他,一梯两户,无,null,2023-04-07,商品房,2011-05-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200924sWQmV
488,阳光花园,江汉,265,15469元/平米,2室2厅1厨2卫,中楼层 (共7层),171.32㎡,平层,160㎡,塔楼,南 北,钢混结构,精装,一梯四户,无,null,2022-12-23,商品房,2005-07-06,普通住宅,满五年,非共有,"
                                有抵押 285万元 建设银行 业主自还
                              ",已上传房本照片,20200105Mi6rM
489,东立国际,江岸,88,21543元/平米,1室1厅1厨1卫,低楼层 (共15层),40.85㎡,平层,暂无数据,塔楼,东北,钢混结构,简装,两梯八户,有,null,2022-02-28,商品房,2016-03-01,普通住宅,满五年,非共有,"
                                有抵押 30万元 客户偿还
                              ",已上传房本照片,20191227bGUxw
490,金融街壹号,江岸,68,17155元/平米,1室1厅1厨1卫,中楼层 (共46层),39.64㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,三梯十四户,有,null,2022-04-06,商品房,2016-04-08,普通住宅,满五年,共有,"
                                有抵押 30万元 中国银行 金融公司垫资
                              ",已上传房本照片,20210219M5qTP
491,银泰御华园,江岸,192,20735元/平米,3室2厅1厨1卫,低楼层 (共32层),92.6㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,null,2022-07-24,商品房,2017-10-26,普通住宅,满五年,共有,"
                                有抵押 64万元 交行 客户偿还
                              ",已上传房本照片,20220727uCY0m
492,三金鑫城国际润雅苑,江汉,128,16529元/平米,2室2厅1厨1卫,中楼层 (共26层),77.44㎡,平层,57.86㎡,板楼,南,钢混结构,精装,两梯三户,有,null,2022-10-24,商品房,2022-08-22,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,2022102434qds
493,福星华府誉境,江汉,190,15536元/平米,3室2厅1厨2卫,低楼层 (共54层),122.3㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,null,2021-12-10,商品房,2020-05-20,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20211210v14Rn
494,众联天美国际,江岸,60,13951元/平米,2室2厅1厨2卫,中楼层 (共17层),43.01㎡,复式,暂无数据,塔楼,北,钢混结构,精装,三梯二十三户,有,商水,商电,2.53元/m3,2022-09-05,商品房,2020-06-18,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20221203MShVg
495,怡康苑南区,江岸,323,20947元/平米,3室2厅1厨2卫,中楼层 (共11层),154.2㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,有,null,2022-04-22,商品房,2012-11-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220422J485f
496,三金华都,江汉,293,22197元/平米,3室2厅1厨2卫,中楼层 (共32层),132㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,null,2021-10-07,商品房,2017-08-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220310UUaeR
497,晋合金桥世家,江岸,203,21041元/平米,2室2厅1厨2卫,中楼层 (共33层),96.48㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯三户,有,null,2023-04-27,商品房,2019-01-23,普通住宅,满两年,非共有,"
                                有抵押 45万元 交行 客户偿还
                              ",已上传房本照片,20210904WrqIw
498,菱角湖万达广场C区,江汉,258,17832元/平米,3室1厅1厨2卫,低楼层 (共33层),144.69㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,null,2023-03-29,商品房,2017-03-29,普通住宅,满五年,共有,"
                                有抵押
                              ",已上传房本照片,20200525w12p3
499,邮政小区(江汉),江汉,70,13281元/平米,2室1厅1厨1卫,低楼层 (共7层),52.71㎡,平层,暂无数据,板楼,南 北,混合结构,精装,一梯四户,无,null,2023-04-26,商品房,2007-07-30,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230427mgsEn
500,晋合金桥世家,江岸,560,24881元/平米,5室2厅1厨2卫,高楼层 (共32层),225.08㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,null,2021-11-25,商品房,2019-04-26,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20210522pApAw
501,顶琇晶城,江汉,188,16511元/平米,3室2厅1厨2卫,中楼层 (共33层),113.87㎡,平层,93.67㎡,板楼,南 东南,钢混结构,精装,两梯四户,有,null,2023-04-17,商品房,2011-10-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202304187uyqM
502,景兰苑,江岸,109,14060元/平米,2室1厅1厨1卫,低楼层 (共10层),77.53㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯三户,有,null,2023-04-15,经济适用房,2013-07-24,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230109qpP1k
503,融创融公馆二期,江汉,217,19076元/平米,3室2厅1厨2卫,低楼层 (共42层),113.76㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,null,2022-06-14,商品房,2021-10-29,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,202208060dNdC
504,福星惠誉榜YOUNG,江岸,158,18450元/平米,2室2厅1厨1卫,高楼层 (共38层),85.64㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,三梯六户,有,null,2023-04-21,商品房,2018-04-21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220721IhpkI
505,东方花都F区,江岸,133,13837元/平米,2室2厅1厨2卫,高楼层 (共7层),96.12㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,null,2023-04-02,商品房,2008-03-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230406wjMeX
506,美联联邦生活区二期城仕,江岸,233,20394元/平米,3室2厅1厨2卫,高楼层 (共32层),114.25㎡,暂无数据,暂无数据,塔楼,南,钢混结构,其他,四梯六户,有,null,2023-04-24,商品房,2022-03-30,普通住宅,未满两年,非共有,"
                                有抵押 120万元
                              ",已上传房本照片,20220401pLGZm
507,蔡家田A区,江岸,72,13938元/平米,2室1厅1厨1卫,中楼层 (共8层),51.66㎡,平层,暂无数据,板楼,南 北,混合结构,其他,一梯两户,无,null,2023-04-04,商品房,2007-12-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200728eCJaJ
508,尚都一品,江岸,243,17869元/平米,4室1厅1厨2卫,中楼层 (共32层),135.99㎡,平层,105.17㎡,板楼,南 北,钢混结构,精装,两梯三户,有,null,2022-10-20,商品房,2013-04-17,普通住宅,满五年,共有,"
                                有抵押 160万元 交通银行
                              ",已上传房本照片,201902286MSR6
509,武汉天地三期,江岸,2100,67760元/平米,4室2厅1厨3卫,低楼层 (共41层),309.92㎡,平层,239.55㎡,板楼,东南,钢混结构,精装,三梯两户,有,null,2023-04-25,商品房,2012-12-18,普通住宅,满五年,非共有,"
                                有抵押 680万元 中信银行 客户偿还
                              ",已上传房本照片,20210511BuqZ9
510,光明上海公馆,江岸,258,19715元/平米,4室1厅1厨2卫,中楼层 (共34层),130.87㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯三户,有,null,2023-04-03,商品房,2018-05-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200911CFQvG
511,紫藤花园,江汉,380,17766元/平米,4室2厅1厨3卫,高楼层 (共7层),213.9㎡,复式,暂无数据,塔楼,南 北,混合结构,其他,一梯两户,无,null,2023-04-13,商品房,2019-11-13,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220225uK3cl
512,金涛翰林苑,江岸,130,15981元/平米,2室2厅1厨1卫,低楼层 (共22层),81.35㎡,平层,64.2㎡,板塔结合,南 北,钢混结构,其他,三梯十八户,有,null,2023-04-21,经济适用房,2015-09-29,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,202304227mCSL
513,华发外滩首府,江岸,970,57116元/平米,4室1厅1厨3卫,高楼层 (共42层),169.83㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯两户,有,null,2023-04-30,商品房,2021-11-04,普通住宅,未满两年,共有,"
                                暂无数据
                              ",已上传房本照片,20230430HBh6b
514,电建地产盛世江城,江汉,235,24879元/平米,3室2厅1厨1卫,低楼层 (共47层),94.46㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,null,2022-04-20,商品房,2019-08-08,普通住宅,满两年,非共有,"
                                有抵押 60万元 邮储 客户偿还
                              ",已上传房本照片,20220805ZENYg
515,富强天合园,江岸,279,21051元/平米,3室2厅1厨2卫,高楼层 (共30层),132.54㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯四户,有,null,2023-04-28,商品房,2021-02-23,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230428Zgm4y
516,菱角湖万达广场B区,江汉,235,18252元/平米,3室2厅1厨1卫,低楼层 (共33层),128.76㎡,平层,101.53㎡,板楼,南 北,钢混结构,其他,两梯四户,有,null,2023-04-28,商品房,2012-01-11,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230428bbBvZ
517,福星华府誉境,江汉,204.8,17327元/平米,3室1厅1厨2卫,低楼层 (共36层),118.2㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,三梯四户,有,null,2022-07-28,商品房,2020-08-13,普通住宅,满两年,共有,"
                                有抵押 80万元 工行 客户偿还
                              ",已上传房本照片,20201112LRx05
518,滨江苑三期,江岸,510,37459元/平米,3室1厅1厨2卫,中楼层 (共11层),136.15㎡,平层,116.38㎡,板楼,东南,钢混结构,精装,一梯两户,有,null,2023-03-22,商品房,2016-01-21,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210730YiMpB
519,现代城一区,江岸,195,20778元/平米,3室2厅1厨1卫,低楼层 (共11层),93.85㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯三户,有,null,2023-04-06,商品房,2021-04-19,普通住宅,满两年,共有,"
                                有抵押 中国银行 客户偿还
                              ",已上传房本照片,20230411779WF
520,上城国际大厦,江汉,183,16222元/平米,2室2厅1厨2卫,高楼层 (共16层),112.81㎡,平层,暂无数据,板楼,北,钢混结构,精装,两梯七户,有,null,2022-01-08,商品房,2019-07-23,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20211024EXOLG
521,东一时区,江汉,340,18943元/平米,4室2厅1厨2卫,中楼层 (共31层),179.49㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,三梯六户,有,null,2021-07-26,商品房,2017-07-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200108Qylct
