id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
1228,百步华庭,江岸,175,18854元/平米,2室2厅1厨1卫,低楼层 (共6层),92.82㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,null,2023-04-28,商品房,2013-07-26,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,	20230428T40YF	
1229,东方明珠,江岸,235,17544元/平米,3室2厅1厨2卫,高楼层 (共18层),133.95㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,null,2023-04-07,商品房,2008-03-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230408WnYr3
1230,永清路39号,江岸,128,17739元/平米,2室1厅1厨1卫,中楼层 (共7层),72.16㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯两户,无,null,2023-04-24,商品房,2003-07-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230425Y2ARx
1231,威嘉白金领域,江汉,36,10093元/平米,1室1厅1厨1卫,高楼层 (共13层),35.67㎡,暂无数据,暂无数据,塔楼,南,钢混结构,其他,两梯十八户,有,null,2021-11-30,商品房,2007-05-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20211130KoLMa
1232,阳光花园益康苑,江汉,230,16667元/平米,3室2厅1厨2卫,高楼层 (共7层),138㎡,错层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,null,2023-04-27,商品房,2017-11-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230427meJMJ
1233,安顺星苑,武昌,298,19228元/平米,4室2厅1厨2卫,高楼层 (共12层),154.99㎡,平层,135.53㎡,塔楼,南 北,钢混结构,简装,一梯四户,有,null,2023-03-24,商品房,2016-02-29,普通住宅,满五年,共有,"
                                有抵押 30万元 公积金 业主自还
                              ",已上传房本照片,20230325Pvrxx
1234,金岛御璟世家,江岸,270,22714元/平米,3室2厅1厨2卫,高楼层 (共48层),118.87㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,三梯六户,有,null,2022-11-24,商品房,2018-06-08,普通住宅,满两年,共有,"
                                有抵押 75万元 客户偿还
                              ",已上传房本照片,20230128C4MWi
1235,锦绣星城,蔡甸,83,6224元/平米,3室2厅1厨2卫,中楼层 (共6层),133.37㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,无,null,2020-11-18,商品房,2020-12-13,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210407GdgI6
1236,万科金域时代,江汉,148,20697元/平米,2室2厅1厨1卫,高楼层 (共44层),71.51㎡,平层,暂无数据,板塔结合,东南,钢混结构,毛坯,三梯八户,有,null,2022-05-09,商品房,2022-03-15,普通住宅,未满两年,非共有,"
                                有抵押 130万元
                              ",已上传房本照片,20220214GGoqW
1237,万科汉口传奇悦庭,江汉,254,24558元/平米,3室2厅1厨2卫,高楼层 (共47层),103.43㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,四梯八户,有,null,2022-08-31,商品房,2020-08-04,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220831NyUJQ
1238,五合村,汉阳,84,12636元/平米,2室1厅1厨1卫,低楼层 (共8层),66.48㎡,平层,55㎡,暂无数据,南,未知结构,简装,一梯两户,暂无数据,null,2023-04-06,商品房,2007-08-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230407BZvuR
1239,金桥庭院,江岸,230,18244元/平米,3室1厅1厨2卫,中楼层 (共11层),126.07㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,有,null,2023-04-19,商品房,2019-04-02,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20200420EAeMR
1240,江畔新城,武昌,130,14619元/平米,2室2厅1厨1卫,高楼层 (共8层),88.93㎡,平层,暂无数据,塔楼,南,钢混结构,简装,一梯两户,无,null,2023-04-18,商品房,2018-04-04,普通住宅,满五年,非共有,"
                                有抵押 70万元 70万 客户偿还
                              ",已上传房本照片,20230222ZQvEe
1241,汉街壹号公馆,武昌,815,34988元/平米,4室2厅1厨3卫,高楼层 (共47层),232.94㎡,平层,184.15㎡,板楼,南 北,钢混结构,其他,两梯两户,有,null,2022-05-15,商品房,2018-10-26,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,	20220516K0tvm
1242,滨湖名邸二期,武昌,286,27241元/平米,3室2厅1厨2卫,中楼层 (共30层),104.99㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,null,2023-04-13,商品房,2020-04-08,普通住宅,满两年,非共有,"
                                有抵押 43万元 浦发银行 业主自还
                              ",已上传房本照片,202304131rZvn
1243,俪湖天地,江夏,93,12019元/平米,3室2厅1厨1卫,中楼层 (共25层),77.38㎡,平层,61.03㎡,板楼,南,钢混结构,毛坯,两梯四户,有,null,2023-02-19,商品房,2018-09-11,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230219siXH2
1244,中建御景星城,硚口,196,22584元/平米,2室2厅1厨1卫,高楼层 (共33层),86.79㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2023-01-31,商品房,2020-01-30,普通住宅,满两年,非共有,"
                                有抵押 85万元 建行 客户偿还
                              ",已上传房本照片,202010287phNl
1245,广电兰亭时代,汉阳,147,16473元/平米,3室2厅1厨1卫,低楼层 (共33层),89.24㎡,平层,69.38㎡,板塔结合,南,钢混结构,精装,两梯四户,有,null,2021-10-28,商品房,2017-08-07,普通住宅,满五年,共有,"
                                有抵押 38万元 工商银行 客户偿还
                              ",已上传房本照片,20211028LB0GK
1246,丽水康城,硚口,195,17788元/平米,3室2厅1厨2卫,低楼层 (共11层),109.63㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,有,null,2023-04-18,商品房,2017-04-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20210520kvbpm
1247,玉三小区,硚口,105,10613元/平米,2室2厅1厨1卫,高楼层 (共9层),98.94㎡,平层,暂无数据,板楼,南,混合结构,其他,一梯三户,无,null,2023-03-31,商品房,2005-10-26,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,2022061869FuK
1248,蓝光林肯公园,硚口,130,12336元/平米,3室2厅1厨1卫,高楼层 (共40层),105.39㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2021-01-04,商品房,2019-05-10,普通住宅,满两年,非共有,"
                                有抵押 80万元 中国邮政 金融公司垫资
                              ",已上传房本照片,20210104RYBZP
1249,天泽一方,硚口,159,12184元/平米,3室2厅1厨2卫,中楼层 (共18层),130.5㎡,平层,106.71㎡,塔楼,南 北,钢混结构,其他,两梯四户,有,null,2023-03-10,商品房,2011-04-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230311rBFxj 
1250,世纪家园,江岸,238,14675元/平米,4室2厅1厨2卫,中楼层 (共6层),162.19㎡,平层,147.42㎡,板楼,南 北,钢混结构,简装,一梯两户,无,null,2021-04-07,商品房,2015-04-01,普通住宅,满五年,非共有,"
                                有抵押 60万元
                              ",已上传房本照片,20210409M6G1g
1251,欧景苑四期,武昌,161,17621元/平米,2室2厅1厨1卫,中楼层 (共18层),91.37㎡,平层,74.48㎡,板楼,南,钢混结构,简装,两梯四户,有,null,2023-04-25,商品房,2010-03-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20211112hlfio
1252,五合村,汉阳,67,10079元/平米,2室1厅1厨1卫,中楼层 (共6层),66.48㎡,平层,暂无数据,塔楼,南 北,混合结构,毛坯,一梯四户,无,null,2023-04-16,商品房,2018-08-10,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210915buNgZ
1253,富康花园,江汉,106,11211元/平米,3室1厅1厨1卫,高楼层 (共8层),94.55㎡,平层,暂无数据,板楼,南,混合结构,其他,一梯两户,无,null,2022-06-29,商品房,2016-10-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200914nZdIt
1254,百姓之春,硚口,116,13018元/平米,4室2厅1厨2卫,高楼层 (共6层),89.11㎡,复式,暂无数据,板楼,南 北,钢混结构,其他,一梯三户,无,null,2021-10-20,商品房,2014-05-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200820B60X0
1255,南郡帝苑,江夏,95,10368元/平米,3室1厅1厨2卫,高楼层 (共29层),91.63㎡,复式,71㎡,板楼,南 北,混合结构,精装,两梯八户,有,null,2023-03-02,商品房,2016-12-07,普通住宅,满五年,共有,"
                                有抵押 20万元 公积金中心 业主自还
                              ",已上传房本照片,202211167G2U6
1256,世纪江尚,江汉,590,31707元/平米,4室2厅1厨3卫,低楼层 (共57层),186.08㎡,平层,156.83㎡,塔楼,南,钢混结构,简装,三梯五户,有,null,2022-12-29,商品房,2017-07-12,普通住宅,满五年,共有,"
                                有抵押 310万元 招行 业主自还
                              ",已上传房本照片,202302095HskT
1257,陌陌屋三元中央公园,江岸,149,18348元/平米,3室1厅1厨1卫,高楼层 (共32层),81.21㎡,平层,58.41㎡,板塔结合,南,钢混结构,精装,三梯五户,有,null,2021-12-13,商品房,2018-01-31,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20211217qRwOL
1258,汉口秀园,江汉,152,16989元/平米,2室2厅1厨1卫,高楼层 (共31层),89.47㎡,平层,68.29㎡,板塔结合,南,钢混结构,简装,两梯四户,有,null,2023-04-10,商品房,2016-05-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230410c64Su
1259,东风阳光城四期,沌口开发区,590,25491元/平米,4室2厅1厨3卫,低楼层 (共3层),231.46㎡,复式,203.03㎡,暂无数据,南 北,钢混结构,精装,一梯一户,无,null,2022-09-18,商品房,2021-03-22,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20221005ctTbj
1260,武汉区检察院德福苑,洪山,173,14088元/平米,3室2厅1厨2卫,高楼层 (共21层),122.8㎡,平层,暂无数据,板楼,南,钢混结构,精装,六梯两户,有,null,2023-02-15,商品房,2019-02-05,普通住宅,满两年,共有,"
                                有抵押 30万元 中国银行
                              ",已上传房本照片,20230226sIT6V
1261,北环路小区,武昌,318,25842元/平米,3室2厅1厨1卫,中楼层 (共6层),123.06㎡,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,null,2023-03-27,商品房,2020-03-01,普通住宅,满两年,共有,"
                                有抵押 120万元 汉口银行 客户偿还
                              ",已上传房本照片,20210301AfDPr
1262,国创光谷上城,东湖高新,170,22461元/平米,2室2厅1厨1卫,低楼层 (共33层),75.69㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2023-03-25,商品房,2021-10-21,普通住宅,未满两年,非共有,"
                                有抵押 35万元 业主自还
                              ",已上传房本照片,	20230328AolJt
1263,和昌森林湖,汉阳,300,24322元/平米,3室2厅1厨2卫,中楼层 (共5层),123.35㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯两户,有,null,2023-04-20,商品房,2022-10-11,普通住宅,未满两年,非共有,"
                                有抵押 70万元 工商银行
                              ",已上传房本照片,20230220EPWt4
1264,常阳永清城,江岸,522,41627元/平米,3室2厅1厨2卫,低楼层 (共32层),125.4㎡,平层,102.12㎡,塔楼,南,钢混结构,精装,两梯四户,有,null,2022-10-14,商品房,2011-12-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20211126lQjqo
1265,电建地产洺悦御府,东西湖,103,10523元/平米,3室2厅1厨1卫,高楼层 (共29层),97.89㎡,平层,73㎡,板楼,南 北,钢混结构,毛坯,一梯四户,暂无数据,null,2023-03-30,商品房,2023-03-28,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230330n7t4t
1266,锦湖金利花园二期,江岸,125,13020元/平米,2室2厅1厨1卫,高楼层 (共18层),96.01㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,null,2023-03-29,商品房,2015-12-07,普通住宅,满五年,共有,"
                                有抵押 60万元 业主自还
                              ",已上传房本照片,20210618PLS2u
1267,江郡华府,江夏,130,11394元/平米,3室2厅1厨2卫,中楼层 (共18层),114.1㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,有,null,2023-04-25,商品房,2019-12-02,普通住宅,满两年,非共有,"
                                有抵押 100万元
                              ",已上传房本照片,20230426XOgcS
1268,梅花苑,武昌,84,10900元/平米,2室1厅1厨1卫,中楼层 (共7层),77.07㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯两户,无,null,2023-04-25,商品房,2016-04-25,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230425lWrE9
1269,江宏世纪名苑A区,武昌,238,13820元/平米,4室2厅1厨2卫,中楼层 (共12层),172.22㎡,平层,144.6㎡,板楼,东南 西北,钢混结构,精装,两梯两户,有,null,2018-09-04,商品房,2006-08-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200410MEHZ8
1270,新城璟汇,东西湖,107,14176元/平米,2室2厅1厨1卫,中楼层 (共25层),75.48㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯五户,有,null,2023-02-26,商品房,2019-11-07,普通住宅,满两年,非共有,"
                                有抵押 42万元 招商银行 客户偿还
                              ",已上传房本照片,202303019ZrQj
1271,新城璟悦城,汉阳,140,15251元/平米,3室1厅1厨1卫,中楼层 (共41层),91.8㎡,平层,70.17㎡,板楼,南 北,钢混结构,简装,两梯两户,有,null,2022-09-04,商品房,2018-09-29,普通住宅,满两年,共有,"
                                有抵押 30万元 业主自还
                              ",已上传房本照片,202209067Ch29
1272,世茂林屿岸,洪山,107,12967元/平米,2室2厅1厨1卫,低楼层 (共34层),82.52㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,null,2023-04-28,商品房,2017-08-14,普通住宅,满五年,非共有,"
                                有抵押 40万元 邮政银行公积金 客户偿还
                              ",已上传房本照片,20191020LwkyG
1273,都市花园上园,江汉,218,23507元/平米,3室2厅1厨1卫,中楼层 (共31层),92.74㎡,平层,72.54㎡,塔楼,南,钢混结构,其他,两梯五户,有,null,2023-04-14,商品房,2014-12-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202304140AfnA
1274,天梨豪园,江汉,168,14022元/平米,3室2厅1厨2卫,中楼层 (共11层),119.82㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,一梯四户,有,null,2022-12-07,商品房,2019-09-17,普通住宅,满两年,非共有,"
                                有抵押 100万元
                              ",已上传房本照片,20211012hUiIZ
1275,华氏儒商花园,江汉,225,15766元/平米,3室2厅1厨2卫,低楼层 (共9层),142.72㎡,错层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,无,null,2022-03-08,商品房,2020-07-15,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20211225lhwJh
1276,湖墅观止,蔡甸,80,7908元/平米,3室1厅1厨1卫,低楼层 (共11层),101.17㎡,平层,84.16㎡,板楼,东南,钢混结构,精装,一梯三户,有,null,2023-04-26,商品房,2021-03-13,普通住宅,满两年,非共有,"
                                有抵押 20万元 中国银行
                              ",已上传房本照片,20230213SZCJG
1277,阳光花园,江汉,165,18158元/平米,5室2厅1厨2卫,高楼层 (共7层),90.87㎡,复式,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,null,2022-10-16,商品房,2006-10-27,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20221016cxsUk
1278,星悦湾,汉南,62,5720元/平米,3室2厅1厨2卫,中楼层 (共28层),108.4㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,null,2021-10-03,商品房,2021-03-27,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,202110127Cflj
1279,福星城南区,江汉,142,16194元/平米,2室1厅1厨1卫,低楼层 (共45层),87.69㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,四梯九户,有,null,2023-02-15,商品房,2016-11-29,普通住宅,满五年,非共有,"
                                有抵押 19万元 农业银行
                              ",已上传房本照片,20230404HgQhj
1280,百胜家想时代,江岸,80,17347元/平米,1室1厅1厨1卫,低楼层 (共17层),46.12㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯十四户,有,null,2023-04-25,商品房,2020-07-01,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,202104259g7TK
1281,星海虹城,武昌,475,28941元/平米,4室2厅1厨2卫,高楼层 (共18层),164.13㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,null,2023-02-27,商品房,2019-08-05,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230302XQLPp
1282,保利城,洪山,163.5,18471元/平米,2室2厅1厨1卫,高楼层 (共34层),88.52㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,null,2022-08-25,商品房,2020-09-27,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20220830SCVjv
1283,中建大公馆一期,东湖高新,240,24568元/平米,3室1厅1厨1卫,低楼层 (共48层),97.69㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,三梯四户,有,null,2022-08-30,商品房,2020-08-13,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202008260EdOc
1284,大拇指广场,蔡甸,42,6844元/平米,3室2厅1厨1卫,高楼层 (共18层),61.37㎡,复式,40㎡,塔楼,南,钢混结构,精装,三梯九户,有,商水,商电,2.53元/m3,2022-11-23,商品房,2022-11-11,商住两用,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,20221113qhAAg
1285,泛海国际兰海园,江汉,1100,38465元/平米,5室3厅1厨4卫,中楼层 (共32层),285.98㎡,平层,暂无数据,板楼,南,钢混结构,其他,三梯两户,有,null,2021-05-08,商品房,2019-12-18,普通住宅,满两年,共有,"
                                有抵押 客户偿还
                              ",已上传房本照片,20210508KJTq8 
1286,团结名居枫园,洪山,103,13257元/平米,2室1厅1厨1卫,中楼层 (共33层),77.7㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯九户,有,null,2023-02-22,拆迁还建房,2021-01-11,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230222wMMYc
1287,华森佳园,江岸,116,12741元/平米,2室2厅1厨1卫,高楼层 (共19层),91.05㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯八户,有,null,2023-04-06,商品房,2019-12-20,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20230420Dbys3
1288,统建同安家园,江岸,130,16152元/平米,2室2厅1厨1卫,低楼层 (共34层),80.49㎡,平层,64.39㎡,板楼,南 北,钢混结构,精装,两梯四户,有,null,2023-04-22,商品房,2014-07-18,普通住宅,满五年,共有,"
                                有抵押 90万元 光大银行 客户偿还
                              ",已上传房本照片,20230422wXlkl
1289,清能清江锦城三期,洪山,165,17631元/平米,3室2厅1厨1卫,中楼层 (共34层),93.59㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,null,2023-04-27,商品房,2019-11-13,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230427ml1uR
1290,利北二村,硚口,120,13592元/平米,2室1厅1厨1卫,中楼层 (共8层),88.29㎡,平层,暂无数据,暂无数据,南 北,混合结构,简装,一梯两户,暂无数据,null,2023-03-16,商品房,2020-09-23,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20221004mAfUn
1291,清能清江锦城一期,洪山,130,17233元/平米,2室2厅1厨1卫,低楼层 (共34层),75.44㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯五户,有,null,2023-03-27,商品房,2018-07-26,普通住宅,满两年,共有,"
                                有抵押 20万元
                              ",已上传房本照片,20230402Yjjq4
1292,广益天下一期,江汉,124.5,21038元/平米,2室1厅1厨1卫,低楼层 (共25层),59.18㎡,平层,45.69㎡,塔楼,东南,钢混结构,精装,三梯十三户,有,null,2023-03-04,商品房,2016-04-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202005300PCCr
1293,绿城桃李春风御园,新洲,74.5,7730元/平米,3室2厅1厨2卫,高楼层 (共17层),96.39㎡,平层,暂无数据,塔楼,南,钢混结构,其他,两梯四户,有,null,2023-04-24,商品房,2020-01-09,普通住宅,满两年,共有,"
                                有抵押
                              ",已上传房本照片,20220317HxUW0
1294,金家6号,蔡甸,149,7508元/平米,6室2厅1厨3卫,高楼层 (共7层),198.46㎡,复式,177.7㎡,板楼,南 北,混合结构,精装,一梯两户,无,null,2021-01-13,商品房,2018-04-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210113MXdxs
1295,复兴村合作住宅小区,江汉,79,11410元/平米,2室1厅1厨1卫,中楼层 (共7层),69.24㎡,平层,暂无数据,板楼,东南,钢混结构,简装,一梯两户,无,null,2023-04-05,商品房,1994-10-30,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20230407KP3j0
1296,滨江苑一期,江岸,500,36433元/平米,3室2厅1厨2卫,中楼层 (共8层),137.24㎡,错层,暂无数据,板楼,西南,钢混结构,其他,一梯两户,有,null,2022-06-27,商品房,2004-01-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220701tsuhn
1297,瑞景天成,江岸,123.8,20755元/平米,2室1厅1厨1卫,高楼层 (共46层),59.65㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,三梯八户,有,null,2023-04-01,商品房,2020-01-14,普通住宅,满两年,非共有,"
                                有抵押 45万元 客户偿还
                              ",已上传房本照片,20211223L4KpR
1298,保利华都,洪山,368,31145元/平米,3室2厅1厨2卫,高楼层 (共28层),118.16㎡,平层,91.85㎡,板楼,南 北,钢混结构,简装,两梯四户,有,null,2023-04-18,商品房,2019-06-24,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20230418wBraN	
1299,保利蓝海郡,洪山,276,20063元/平米,3室2厅1厨1卫,高楼层 (共29层),137.57㎡,平层,110.78㎡,板楼,南,钢混结构,精装,两梯三户,有,null,2022-03-03,商品房,2017-10-28,普通住宅,满五年,共有,"
                                有抵押 180
                              ",已上传房本照片,202203033DCTC
1300,福星城南区,江汉,152,16090元/平米,3室1厅1厨1卫,低楼层 (共32层),94.47㎡,平层,72.45㎡,板塔结合,南,钢混结构,精装,两梯四户,有,null,2023-02-04,商品房,2016-05-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202105050mEDq
1301,金都汉宫,武昌,520,36875元/平米,3室1厅1厨1卫,高楼层 (共11层),141.02㎡,平层,115㎡,板楼,南 北,钢混结构,精装,两梯两户,有,null,2023-04-23,商品房,2017-05-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200415ZPDMf
1302,湘龙鑫城,洪山,105,10037元/平米,2室1厅1厨1卫,低楼层 (共24层),104.62㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,null,2023-03-29,拆迁还建房,2023-03-29,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202303267E6vI
1303,保利新武昌K4地块,洪山,159,20612元/平米,2室2厅1厨1卫,中楼层 (共34层),77.14㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯五户,有,null,2022-05-15,商品房,2019-05-18,普通住宅,满两年,非共有,"
                                有抵押 10万元
                              ",已上传房本照片,20210626EBSKW
1304,金涛翰林苑,江岸,124,14675元/平米,2室1厅1厨1卫,低楼层 (共22层),84.5㎡,平层,68.5㎡,塔楼,东南,钢混结构,简装,两梯六户,有,null,2023-04-05,经济适用房,2012-01-09,普通住宅,满五年,非共有,"
                                有抵押 100万元 平安 客户偿还
                              ",已上传房本照片,20210428cI8H2
1305,中大长江紫都三期,武昌,154,16703元/平米,2室1厅1厨1卫,低楼层 (共32层),92.2㎡,平层,74㎡,板楼,南 北,钢混结构,精装,一梯四户,有,null,2023-04-07,商品房,2015-03-04,普通住宅,满五年,非共有,"
                                有抵押 19万元 业主自还
                              ",已上传房本照片,202304084Ig1X
1306,城开天兴花园,江岸,85,9655元/平米,2室2厅1厨1卫,中楼层 (共23层),88.04㎡,平层,68.17㎡,塔楼,北,钢混结构,精装,一梯四户,有,null,2023-04-28,商品房,2015-10-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230428XxAEJ
1307,华生汉口城市广场北区,硚口,105,12045元/平米,3室1厅1厨1卫,中楼层 (共9层),87.18㎡,平层,73.51㎡,板楼,南,钢混结构,精装,一梯四户,有,null,2023-04-07,商品房,2020-07-30,普通住宅,满两年,共有,"
                                有抵押 40万元
                              ",已上传房本照片,20230408KaFoc
1308,芳卉园,汉阳,153,15980元/平米,3室1厅1厨1卫,低楼层 (共28层),95.75㎡,平层,72.58㎡,板楼,南 北,钢混结构,简装,两梯四户,有,null,2023-03-31,商品房,2021-08-19,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20211227oVJWB
1309,省电社区,洪山,110,14170元/平米,2室1厅1厨1卫,低楼层 (共4层),77.63㎡,平层,暂无数据,板楼,南,混合结构,简装,十五梯两户,有,null,2021-07-16,房改房,2019-02-13,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210721JoUJ9
1310,香榭里小区,江岸,550,30976元/平米,4室2厅1厨2卫,低楼层 (共12层),177.56㎡,错层,163.91㎡,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,null,2021-04-03,商品房,2018-07-30,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20210403ZdmSI
1311,新地盛世东方,江岸,168,19590元/平米,2室2厅1厨1卫,中楼层 (共26层),85.76㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,null,2023-04-30,商品房,2014-01-07,普通住宅,满五年,共有,"
                                有抵押 60万元 客户偿还
                              ",已上传房本照片,20230501TblBp
1312,水域天际,武昌,358,30812元/平米,3室1厅1厨2卫,中楼层 (共11层),116.19㎡,平层,97.04㎡,塔楼,南 北,钢混结构,精装,一梯两户,有,null,2023-04-06,商品房,2009-12-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230407qmH2R
1313,瑞云居,江岸,263,20832元/平米,3室2厅1厨2卫,低楼层 (共32层),126.25㎡,平层,100.91㎡,板楼,南,钢混结构,简装,两梯四户,有,null,2023-04-25,商品房,2019-05-05,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210707skqBB
1314,福星惠誉国际城一期,武昌,213,23092元/平米,2室2厅1厨1卫,高楼层 (共32层),92.24㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2022-12-21,商品房,2018-07-20,普通住宅,满两年,非共有,"
                                有抵押 160万元
                              ",已上传房本照片,20221221dBbKu
1315,水域天际,武昌,156,39534元/平米,1室1厅1厨1卫,中楼层 (共18层),39.46㎡,平层,28.19㎡,塔楼,南,钢混结构,其他,两梯十户,有,null,2022-03-13,商品房,2015-06-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20220314PqMjc
1316,汉口花园一期,江汉,210,15324元/平米,3室2厅1厨2卫,高楼层 (共6层),137.04㎡,平层,暂无数据,板楼,南 北 东,钢混结构,简装,一梯两户,无,null,2023-04-21,商品房,2006-06-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230421RmZl6
